,Index Number,Name,Address,Project Status,Occupancy Year,Operator,Clientele - Families,Clientele - Seniors,Clientele - Other,Design - Accessible 1BR,Design - Accessible 2BR,Design - Accessible 3BR,Design - Accessible 4BR,Design - Accessible Studio,Design - Accessible Room,Design - Adaptable 1BR,Design - Adaptable 2BR,Design - Adaptable 3BR,Design - Adaptable 4BR,Design - Standard 1BR,Design - Standard 2BR,Design - Standard 3BR,Design - Standard 4BR,Design - Standard Studio,Design - Standard Room,URL,Geom,Local Area,Adaptable,Accessible,Standard
87,322,Chelsea Court,2390 Grandview Hwy S.,Completed,1994,New Chelsea Society,31,0,1,1,0,0,0,0,0,0,0,0,0,0,19,9,3,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=322,POINT (-123.05716498 49.2575755),Kensington-Cedar Cottage,0,1,31
88,325,Longwater Park,1774 E Kent Ave S,Completed,1995,Affordable Housing Societies,42,0,0,0,0,2,0,0,0,0,0,0,0,0,16,20,4,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=325,POINT (-123.06946548 49.20783398),Victoria-Fraserview,0,2,40
89,328,Anita Lewis Co-op,5003 Boundary Rd,Completed,1996,Anita Lewis Co-op Housing Association,21,0,2,0,0,0,0,0,0,0,0,0,0,2,13,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=328,POINT (-123.02403574 49.23928138),Renfrew-Collingwood,0,0,23
90,329,Haley Place,1810 E Georgia,Completed,1995,Mavis McMullen Housing Society,26,0,13,0,0,0,0,0,0,0,0,0,0,13,21,5,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=329,POINT (-123.06779536 49.27818046),Grandview-Woodland,0,0,39
91,330,Jim Green Residence,415 Alexander St,Completed,1996,Lookout Housing and Health Society,0,0,66,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=330,POINT (-123.09478791 49.28426436),Strathcona,0,0,66
92,331,Thompson Court,600 Vernon Dr,Completed,1997,Pacific Community Resources Society,0,0,15,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=331,POINT (-123.07886158 49.27923858),Strathcona,0,2,13
93,335,Collingwood Tower,5657 Harold St,Completed,1978,Brightside Community Homes Foundation,0,78,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,66,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=335,POINT (-123.03625358 49.23266161),Killarney,0,1,77
94,337,The Wellspring,415 Nelson St,Completed,1997,The 127 Society for Housing,0,0,90,2,0,0,0,0,0,8,0,0,0,80,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=337,POINT (-123.12011537 49.27770753),Downtown,8,2,80
95,340,The CBA Manor,32 W Pender St,Completed,1998,CBA Housing Society,17,27,0,3,1,0,0,0,0,24,0,0,0,0,6,10,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=340,POINT (-123.10540501 49.28030099),Downtown,24,4,16
96,341,Lions Millenium Place,3655 Clark Dr,Completed,1999,Lions Paraplegic Lodge Society,0,0,39,12,4,2,0,0,0,6,10,5,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=341,POINT (-123.07858216 49.25232759),Kensington-Cedar Cottage,21,18,0
97,346,Hooper Apartments,1188 Pendrell St,Completed,1997,Coast Mental Health,0,0,31,0,0,0,0,2,0,0,0,0,0,22,0,0,0,7,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=346,POINT (-123.1321936 49.28216748),West End,0,2,29
98,349,Quayside,1010 Pacific Blvd,Completed,1999,Red Door Housing Society,84,9,0,1,4,0,0,0,0,0,0,0,0,8,45,25,10,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=349,POINT (-123.1155317 49.27357694),Downtown,0,5,88
99,355,Hydrecs House,2756 Victoria Dr,Completed,1994,Coast Mental Health,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=355,POINT (-123.06556434 49.25982107),Kensington-Cedar Cottage,0,0,9
100,360,New Chelsea Gardens - Seniors,995 E 52nd Ave,Completed,1996,New Chelsea Society,0,54,0,4,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=360,POINT (-123.08585372 49.22287534),Sunset,0,4,50
101,361,Ian Leman Place,27 W Pender St,Completed,2000,BC Indigenous Housing Society,0,0,98,6,0,0,0,5,0,0,0,0,0,10,0,0,0,77,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=361,POINT (-123.10573543 49.28104614),Downtown,0,11,87
102,362,Seymour Place,1221 Seymour St,Completed,2000,Affordable Housing Societies,0,0,136,0,0,0,0,9,0,0,0,0,0,10,0,0,0,117,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=362,POINT (-123.12591112 49.27641924),Downtown,0,9,127
103,370,Clarendon Court,6404 Clarendon St,Completed,2006,Baptist Housing Society of B.C.,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=370,POINT (-123.05546629 49.22554107),Victoria-Fraserview,0,56,0
104,372,Hotel Irving,101 E Hastings St,Completed,1999,PHS Community Services Society,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=372,POINT (-123.10200044 49.28168281),Downtown,0,0,48
105,376,The Oasis,40 E Hastings St,Completed,2000,Neighbourhood Housing Society,0,0,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=376,POINT (-123.10334863 49.28110142),Downtown,0,1,83
106,377,Norah Davis Gardens,2320 Franklin St,Completed,2001,Kiwassa Housing Society,28,0,5,1,0,1,0,0,0,0,0,0,0,5,13,10,3,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=377,POINT (-123.05727353 49.2818226),Grandview-Woodland,0,2,31
107,382,Lore Krill Co-op,65 W Cordova St,Completed,2002,Lore Krill Co-operative Housing Association,10,0,96,0,0,0,0,0,0,0,0,0,0,82,10,0,0,14,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=382,POINT (-123.10598488 49.28306444),Downtown,0,0,106
108,386,Lore Krill Co-op,239 E Georgia St,Completed,2002,Lore Krill Co-operative Housing Association,42,0,55,0,0,0,0,3,0,0,0,0,0,52,23,9,10,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=386,POINT (-123.09841302 49.27881639),Strathcona,0,3,94
109,389,Claude Douglas Place,2626 Watson St,Completed,2001,BC Indigenous Housing Society,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=389,POINT (-123.10014836 49.26173676),Mount Pleasant,0,0,39
110,391,Bridget Moran Place,668 Powell St,Completed,2001,Neighbourhood Housing Society,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=391,POINT (-123.09001295 49.28274762),Strathcona,0,1,60
111,397,Lookout - Yukon,2088 Yukon St,Completed,2002,Lookout Housing and Health Society,0,0,37,0,0,0,0,2,0,0,0,0,0,5,0,0,0,30,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=397,POINT (-123.11236726 49.26689088),Mount Pleasant,0,2,35
112,399,YWCA Crabtree Corner,533 E Hastings St,Completed,2003,YWCA Vancouver,0,0,12,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=399,POINT (-123.09237802 49.28150949),Strathcona,0,2,10
113,403,Vancouver East Co-op,1109 Victoria Dr,Completed,1980,Vancouver East Co-op Housing Association,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=403,POINT (-123.06589423 49.27456138),Grandview-Woodland,0,0,5
114,404,Vancouver East Co-op,1803 Kitchener St,Completed,1981,Vancouver East Co-op Housing Association,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=404,POINT (-123.06744889 49.27233281),Grandview-Woodland,0,0,2
115,408,W.A. Street Homes,1030 Keefer St,Completed,1986,Affordable Housing Societies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=408,POINT (-123.08169313 49.27888925),Strathcona,0,0,2
116,410,W.A. Street Homes,1153 E Pender St,Completed,1986,Affordable Housing Societies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=410,POINT (-123.08006139 49.28028632),Strathcona,0,0,2
117,412,W.A. Street Homes,330 Union St,Completed,1986,Affordable Housing Societies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=412,POINT (-123.09618694 49.27734832),Strathcona,0,0,2
118,416,Mole Hill - Phase I,1120 Comox St,Completed,2001,Mole Hill Community Housing Society,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=416,POINT (-123.12990117 49.28194798),West End,0,0,6
119,423,Mole Hill - Phase I,1139 Pendrell St,Completed,2002,Mole Hill Community Housing Society,1,0,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=423,POINT (-123.13087501 49.28194677),West End,0,0,6
120,431,Mole Hill - Phase II,1169 Pendrell St,Completed,2003,Mole Hill Community Housing Society,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=431,POINT (-123.13146455 49.28232847),West End,0,0,5
121,432,Mole Hill - Phase II,1163 Pendrell St,Completed,2003,Mole Hill Community Housing Society,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=432,POINT (-123.13136625 49.28226482),West End,0,0,5
122,438,Mole Hill - Phase II,1107 Thurlow St,Completed,2003,Mole Hill Community Housing Society,4,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=438,POINT (-123.1299919 49.28143782),West End,0,0,6
123,442,Four Sisters Co-op,133 Powell St,Completed,1988,Four Sisters Co-op Housing Association,43,0,57,0,0,0,0,0,0,0,0,0,0,39,28,15,0,18,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=442,POINT (-123.10094244 49.28342665),Downtown,0,0,100
124,443,Sunset Towers,1650 Haro St,Completed,1975,BC Housing,0,226,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,185,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=443,POINT (-123.13484649 49.28866855),West End,0,0,226
125,461,Twin Rainbows Co-op,1465 Lamey's Mill Rd,Completed,1981,Twin Rainbows Co-op Housing Association,25,0,18,0,2,0,0,0,0,0,0,0,0,18,13,10,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=461,POINT (-123.13673059 49.26848936),Fairview,0,2,41
126,464,Mau Dan Gardens Co-op,400 E Pender St,Completed,1982,Mau Dan Gardens Co-op Housing Association,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,4,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=464,POINT (-123.09467412 49.27999087),Strathcona,0,0,34
127,472,Chilean Co-op,3390 School Ave,Completed,1984,Chilean Co-op Housing Association,33,0,4,4,2,0,0,0,0,0,0,0,0,0,4,19,8,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=472,POINT (-123.03304017 49.23080241),Killarney,0,6,31
128,476,Tamura House,396 Powell St,Completed,2008,Lookout Housing and Health Society,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=476,POINT (-123.0956261 49.28285515),Strathcona,0,0,109
129,494,Chelsea Manor,3640 Victoria Dr,Completed,2004,New Chelsea Society,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,28,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=494,POINT (-123.0650132 49.25314806),Kensington-Cedar Cottage,0,0,37
130,525,Woodwards - One Twenty West,120 W Cordova St,Completed,2010,Affordable Housing Societies,75,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=525,POINT (-123.10776216 49.28274231),Downtown,0,0,75
131,534,Marin Vista,2101 Southside Dr,Completed,1985,Affordable Housing Societies,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=534,POINT (-123.06383102 49.20857785),Victoria-Fraserview,0,0,28
132,542,Skeena Terrace - East,2203 Skenna St,Completed,1962,BC Housing,94,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,4,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=542,POINT (-123.02907422 49.26414271),Hastings-Sunrise,0,0,94
133,593,Dunbar Apartments,3595 W 17th Av,Completed,2011,Coast Mental Health,0,0,51,0,0,0,0,4,0,0,0,0,0,0,0,0,0,47,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=593,POINT (-123.18469709 49.25758303),Dunbar-Southlands,0,4,47
134,596,Marguerite Ford Apartments,215 W 2nd Av,Completed,2013,Sanford Housing Society,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=596,POINT (-123.11062365 49.26909722),Mount Pleasant,0,0,147
135,602,Savoy Hotel,258 E Hastings St,Completed,2009,MPA Society,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=602,POINT (-123.09821929 49.2809366),Strathcona,0,0,25
136,631,Under 1 Roof Project,2019 Dundas St,Completed,2011,Lu'Ma Native Housing Society,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=631,POINT (-123.06282257 49.28507629),Grandview-Woodland,0,0,16
137,662,Pacific Coast Apartments,337 W Pender St,Completed,2011,Coast Mental Health,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=662,POINT (-123.11130569 49.28269827),Downtown,0,0,96
138,663,The Londonderry,5550 Yew St,Completed,2008,Brightside Community Homes Foundation,0,0,22,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=663,POINT (-123.15812808 49.23601141),Arbutus Ridge,0,0,22
139,666,St Helen's Hotel,1161 Granville St,Completed,2007,Coast Mental Health,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=666,POINT (-123.12594954 49.27771178),Downtown,0,0,86
140,680,Kindred Place,1321 Richards St,Completed,2009,More Than a Roof Housing Society,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=680,POINT (-123.12663394 49.27468456),Downtown,0,0,87
141,682,Alexander Street Community,111 Princess Av,Completed,2014,PHS Community Services Society,0,0,139,3,0,0,0,9,0,0,0,0,0,0,0,0,0,127,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=682,POINT (-123.09179574 49.28368398),Strathcona,0,12,127
142,687,Grace Mansion,596 E Hastings St,Completed,2007,Salvation Army,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=687,POINT (-123.09190356 49.28088944),Strathcona,0,0,85
143,688,Orwell Hotel,456 E Hastings St,Completed,2009,BC Indigenous Housing Society,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=688,POINT (-123.09416143 49.28093028),Strathcona,0,0,55
144,689,Kwayatsut,2465 Fraser St,Completed,2014,BC Indigenous Housing Society,0,0,99,0,0,0,0,0,0,0,0,0,0,0,4,0,0,95,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=689,POINT (-123.08970693 49.26277669),Mount Pleasant,0,0,99
145,691,Budzey Building,220 Princess Av,Completed,2015,Raincity Housing and Support Society,24,0,123,0,3,0,0,9,0,0,0,0,0,14,10,11,0,100,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=691,POINT (-123.09089702 49.2827536),Strathcona,0,12,135
146,695,566 Powell Street,566 Powell St,Completed,2009,Atira Property Management Inc.,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=695,POINT (-123.09191702 49.28279086),Strathcona,0,0,12
147,697,Dominion Hotel,210 Abbott St,Completed,2009,Atira Property Management Inc.,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=697,POINT (-123.10628594 49.28355627),Downtown,0,0,63
148,698,Hazelwood Hotel,344 E Hastings St,Completed,2009,MPA Society,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=698,POINT (-123.09637148 49.28097337),Strathcona,0,0,107
149,715,The View,250 Powell St,Completed,2015,The Bloom Group,0,0,96,0,0,0,0,0,0,0,0,0,0,14,0,0,0,82,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=715,POINT (-123.09858031 49.28271871),Strathcona,0,0,96
150,720,The Dodson,25 E Hastings St,Completed,2013,Anhart Community Housing Society,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=720,POINT (-123.10361324 49.28170077),Downtown,0,0,70
151,724,Skeena House,3475 E Hastings St,Completed,2014,Community Builders Group,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=724,POINT (-123.02933128 49.28142124),Hastings-Sunrise,0,0,57
152,732,The Yale,1300 Granville St,Completed,2014,Community Builders Group,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=732,POINT (-123.12766812 49.2757853),Downtown,0,0,43
153,735,John Paul II Centre,4899 Heather St,Completed,2015,Providence Health Care Society,0,9,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=735,POINT (-123.1220863 49.24202705),South Cambie,0,0,9
154,764,Alexander,626 Alexander,Completed,2015,Community Builders Group,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=764,POINT (-123.09066952 49.28366473),Strathcona,0,0,5
155,766,Immigrant Services Society,2610 Victoria,Completed,2016,Immigrant Services Society of BC (ISSofBC),0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=766,POINT (-123.06540833 49.26105906),Kensington-Cedar Cottage,0,0,28
156,771,YWCA Cause we Care House,730 E Hastings St,Completed,2017,YWCA Vancouver,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=771,POINT (-123.0888949 49.28082218),Strathcona,0,0,21
157,772,Seymour Residence,1105 Seymour St,Completed,2017,City of Vancouver,19,0,62,4,0,0,0,0,0,0,0,0,0,40,19,0,0,18,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=772,POINT (-123.12412411 49.27759099),Downtown,0,4,77
158,773,Sawmill,3338 Sawmill Crescent,Completed,2025,M'akola Housing Society,123,0,214,0,0,0,0,0,0,0,0,0,0,86,54,69,0,128,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=773,POINT (-123.03388168 49.20633158),Killarney,0,0,337
159,776,CentralPC Housing Society,1106 Pendrell St,Completed,2018,CentralPC Housing Society,0,0,45,0,0,0,0,2,0,0,0,0,0,14,3,0,0,26,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=776,POINT (-123.13071805 49.28108568),West End,0,2,43
160,781,Fraserview Housing Co-op,2922 E Kent Ave S,Completed,2019,Community Land Trust Foundation of BC,90,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=781,POINT (-123.04688164 49.20585236),Killarney,0,0,90
161,783,Pacific Spirit Terrace,3090 E 54th Ave,Completed,2019,YWCA Vancouver,31,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=783,POINT (-123.04175081 49.21988385),Killarney,0,0,31
162,784,Arbutus Centre,4105 Artbutus St,Completed,2021,YWCA Vancouver,38,50,37,15,0,0,0,0,0,0,0,0,0,53,28,10,0,19,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=784,POINT (-123.15398114 49.24854039),Arbutus Ridge,0,15,110
163,785,Heather Place Building B,706 W 13th Ave,Under Construction,,Metro Vancouver Housing Corporation,68,0,19,0,0,0,0,0,0,0,0,0,0,23,32,13,0,19,0,,,Other,0,0,87
164,787,1315 Davie St,1171 Jervis St,Completed,2018,BC Indigenous Housing Society,13,0,14,0,0,0,0,0,0,0,0,0,0,5,13,0,0,9,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=787,POINT (-123.13510209 49.2831831),West End,0,0,27
165,790,420 Hawks Ave,420 Hawks Ave,Approved,,Unknown,14,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,,POINT (-123.08693581 49.28070574),Strathcona,0,0,21
166,794,Aoki-Ross House,313 Alexander St,Completed,2019,Atira Women’s Resource Society,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=794,POINT (-123.09734372 49.28422588),Strathcona,0,0,24
167,795,Little Mountain,5155 Main St,Completed,2025,More Than A Roof Housing Society,62,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=795,POINT (-123.1020273 49.23848276),Riley Park,0,0,62
168,797,Vivian Apartments,6465 Vivian St,Completed,2020,Fair Haven Homes Society,25,114,0,6,0,0,0,114,0,0,0,0,0,19,0,0,0,114,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=797,POINT (-123.05069803 49.2253565),Victoria-Fraserview,0,120,133
169,799,1395 Davie St,1395 Davie St,Completed,2021,BC Indigenous Housing Society,34,0,34,1,1,1,0,0,0,0,0,0,0,6,26,6,0,27,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=799,POINT (-123.13567833 49.28367795),West End,0,3,65
170,801,808 Nicola,808 Nicola St,Completed,2024,City of Vancouver,42,0,41,2,3,0,0,0,0,0,0,0,0,20,20,16,0,17,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=801,POINT (-123.13082054 49.28809834),West End,0,5,73
171,803,Reiderman Residence,7430 & 7460 Heather St,Completed,2018,Community Builders Group,0,0,78,0,0,0,0,14,0,0,0,0,0,0,0,0,0,64,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=803,POINT (-123.12130369 49.21814688),Marpole,0,14,64
172,808,Kinship Housing Co-operative,3245 Pierview Crescent,Completed,2021,Kinship Housing Co-operative,31,0,20,0,0,0,0,0,0,0,0,0,0,13,19,12,0,7,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=808,POINT (-123.03866101 49.20724891),Killarney,0,0,51
173,809,Kinship Housing Co-operative,3183 Pierview Crescent,Completed,2020,Kinship Housing Co-operative,69,0,20,0,0,0,0,0,0,0,0,0,0,11,44,25,0,9,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=809,POINT (-123.03975498 49.20767029),Killarney,0,0,89
174,810,Ryerson Church,2200 - 2300 W 45th Ave,Approved,,Fair Haven Homes Society,6,0,26,0,0,0,0,0,0,0,0,0,0,13,6,0,0,13,0,,POINT (-123.15944769 49.23115707),Kerrisdale,0,0,32
175,813,Hampton Hotel,124 Powell St,Completed,,MPA Society,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=813,POINT (-123.10139469 49.28296884),Downtown,0,0,46
176,829,Dogwood Gardens,603 W 59th Ave,Completed,2022,S.U.C.C.E.S.S.,69,0,69,5,3,0,0,0,0,0,0,0,0,30,38,28,0,34,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=829,POINT (-123.11763069 49.21748457),Marpole,0,8,130
