,Index Number,Name,Address,Project Status,Occupancy Year,Operator,Clientele - Families,Clientele - Seniors,Clientele - Other,Design - Accessible 1BR,Design - Accessible 2BR,Design - Accessible 3BR,Design - Accessible 4BR,Design - Accessible Studio,Design - Accessible Room,Design - Adaptable 1BR,Design - Adaptable 2BR,Design - Adaptable 3BR,Design - Adaptable 4BR,Design - Standard 1BR,Design - Standard 2BR,Design - Standard 3BR,Design - Standard 4BR,Design - Standard Studio,Design - Standard Room,URL,Geom,Local Area,Adaptable,Accessible,Standard
496,272,Europe Hotel,43 Powell St,Completed,1983,Affordable Housing Societies,0,0,84,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,54,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272,POINT (-123.10320433 49.28340214),Downtown,0,0,84
497,273,Columbia House,101 Powell St,Completed,1986,Affordable Housing Societies,0,0,85,0,0,0,0,5,0,0,0,0,0,11,0,0,0,69,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273,POINT (-123.10189962 49.28346017),Downtown,0,5,80
498,274,Shiloh Place,245 Powell St,Completed,1991,Shiloh Housing Society,0,42,0,8,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=274,POINT (-123.09852395 49.28341464),Strathcona,0,8,34
499,277,Santiago Lodge,333 Powell St,Completed,1990,The Bloom Group,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=277,POINT (-123.09696743 49.28339069),Strathcona,0,0,24
500,278,Sakura-So,376 Powell St,Completed,1978,Lookout Housing and Health Society,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=278,POINT (-123.09604982 49.28286102),Strathcona,0,0,38
501,284,Renfrew Park Manor,3433 Renfrew St,Completed,1976,East Enders Amherst Lions Society,0,40,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=284,POINT (-123.0448255 49.25359041),Renfrew-Collingwood,0,6,34
502,287,Alberni Co-op,5250 Rupert St,Completed,1987,Alberni Co-op Housing Association,35,0,10,0,0,0,0,0,0,0,0,0,0,10,20,15,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=287,POINT (-123.04097739 49.2365991),Renfrew-Collingwood,0,0,45
503,293,New Continental,1067 Seymour St,Completed,1992,City of Vancouver,0,110,0,3,0,0,0,2,0,0,0,0,0,52,0,0,0,53,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=293,POINT (-123.12355177 49.27796805),Downtown,0,5,105
504,310,Kitsun Co-op,2431 Vine St,Completed,1979,Kiwassa Housing Society,16,0,1,0,0,0,0,0,0,0,0,0,0,1,11,5,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=310,POINT (-123.15791342 49.26419383),Kitsilano,0,0,17
505,311,Chimo Terrace,2080 Wall St,Completed,1969,BC Housing,39,41,0,0,0,0,0,0,0,0,0,0,0,41,39,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=311,POINT (-123.06138018 49.28617719),Grandview-Woodland,0,0,80
506,318,Yukon House,3460 Yukon St,Completed,1984,Community Living Society,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=318,POINT (-123.11214974 49.25417327),Riley Park,0,0,5
507,324,Chelsea Crossing,3691 Vanness Ave,Completed,1996,New Chelsea Society,29,0,2,0,2,0,0,0,0,0,0,0,0,0,15,11,3,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=324,POINT (-123.02406143 49.23533146),Renfrew-Collingwood,0,2,29
508,327,Lion's View - Building II,2980 Euclid Ave,Completed,1994,Brightside Community Homes Foundation,0,47,0,2,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=327,POINT (-123.04369648 49.24006198),Renfrew-Collingwood,0,2,45
509,332,United Native Nations,1818 E Pender St,Completed,1996,Lu'Ma Native Housing Society,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=332,POINT (-123.06765123 49.2799856),Grandview-Woodland,0,0,10
510,333,Semlin Gardens,1975 E 12th Ave,Completed,1995,YWCA Vancouver,0,0,28,0,3,0,0,0,0,0,0,0,0,0,17,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=333,POINT (-123.06448489 49.25978589),Kensington-Cedar Cottage,0,3,25
511,336,Roundhouse Co-op,1267 Marinaside Cres,Completed,1998,Roundhouse Co-op Housing Association,123,0,14,2,4,2,0,0,0,0,0,0,0,12,74,34,9,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=336,POINT (-123.12091871 49.27286767),Downtown,0,8,129
512,339,St. George's Place,2938 Laurel St,Completed,1999,St. George's Place Housing Society,10,0,9,6,3,0,0,0,0,1,3,4,0,2,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=339,POINT (-123.12400793 49.25893455),Fairview,8,9,2
513,342,Bridge Housing,100 E Cordova St,Completed,2001,Bridge Housing Society for Women,0,0,36,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=342,POINT (-123.10198466 49.28207257),Downtown,0,4,32
514,343,St. Margarets,1538 E 22nd Ave,Completed,1995,Coast Mental Health,0,0,20,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=343,POINT (-123.07283614 49.25015825),Kensington-Cedar Cottage,0,1,19
515,344,Somerville Place,377 Powell  St,Completed,2002,The Bloom Group,0,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=344,POINT (-123.09593061 49.2833689),Strathcona,0,2,29
516,347,Coal Harbour Co-op,599 Nicola St,Completed,1998,Coal Harbour Co-op Housing Association,87,0,12,9,5,0,0,0,0,0,0,0,0,4,52,26,3,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=347,POINT (-123.12895356 49.29092964),Downtown,0,14,85
517,351,The Gresham,716 Smithe St,Completed,1993,City of Vancouver,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=351,POINT (-123.12192808 49.28036768),Downtown,0,0,41
518,368,St. James Place,340 E Cordova St,Completed,1999,St. Luke's Home Society,0,27,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=368,POINT (-123.09658287 49.28197811),Strathcona,0,0,27
519,369,Bloomfield Gardens,5650 Oak St,Completed,1997,Vancouver Resource Society for the Physically Disabled,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=369,POINT (-123.1276119 49.23471513),South Cambie,0,6,0
520,374,Cordova House,368 E Cordova St,Completed,1998,The Bloom Group,0,0,66,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,61,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=374,POINT (-123.09614857 49.28195691),Strathcona,0,5,61
521,375,The Bonaventure Apartments,1041 Comox St,Completed,1998,Wings Housing Society,3,0,27,0,0,0,0,0,0,0,0,0,0,6,21,3,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=375,POINT (-123.12781211 49.28133297),West End,0,0,30
522,378,Vanness Park,3278 Vanness  Ave,Completed,2000,Affordable Housing Societies,21,0,9,0,0,0,0,0,0,0,0,0,0,10,13,4,2,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=378,POINT (-123.03529409 49.23940019),Renfrew-Collingwood,0,0,30
523,381,The Crowne,5750 Oak St,Completed,2001,Vancouver Jewish Building Society,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=381,POINT (-123.12761225 49.23342156),Oakridge,0,0,4
524,387,Glynn Manor,520 W 7th Ave,Completed,2001,Brightside Community Homes Foundation,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=387,POINT (-123.11567548 49.26473908),Fairview,0,0,49
525,388,Maurice McElrea Place,361 Heatley Ave,Completed,2002,Union Gospel Mission,0,0,81,0,0,0,0,3,0,0,0,0,0,3,0,0,0,75,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=388,POINT (-123.08987395 49.28146285),Strathcona,0,3,78
526,390,Candela Place,1265 Granville St,Completed,2002,More Than a Roof Housing Society,0,0,63,0,0,0,0,6,0,0,0,0,0,1,0,0,0,56,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=390,POINT (-123.12765023 49.27658027),Downtown,0,6,57
527,392,Mole Hill - Phase I,1114 Comox St,Completed,2001,Mole Hill Community Housing Society,1,0,8,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=392,POINT (-123.12980301 49.28188437),West End,0,0,9
528,393,C-Side,1288 W Cordova St,Completed,2002,Affordable Housing Societies,113,0,0,0,8,0,0,0,0,0,0,0,0,1,60,38,6,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=393,POINT (-123.12376394 49.28954846),Downtown,0,8,105
529,395,Collingwood Village Co-op,3501 Euclid Ave,Completed,2001,Collingwood Village Co-op Housing Association,72,0,7,2,2,0,0,0,0,0,0,0,0,5,34,27,9,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=395,POINT (-123.02973841 49.23530774),Renfrew-Collingwood,0,4,75
530,396,Triumph Apartments,2111 Triumph St,Completed,2001,Sanford Housing Society,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=396,POINT (-123.06142628 49.28415864),Grandview-Woodland,0,0,15
531,406,Vancouver East Co-op,1857 Venables St,Completed,1980,Vancouver East Co-op Housing Association,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=406,POINT (-123.06689398 49.2768758),Grandview-Woodland,0,0,4
532,407,W.A. Street Homes,1142 E Georgia St,Completed,1986,Affordable Housing Societies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=407,POINT (-123.08018512 49.27796867),Strathcona,0,0,2
533,409,W.A. Street Homes,1020 E Pender St,Completed,1986,Affordable Housing Societies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=409,POINT (-123.08186724 49.27980047),Strathcona,0,0,2
534,415,Juniper Co-op,2286 W 5th Ave,Completed,1984,Juniper Co-op Housing Association,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=415,POINT (-123.15710659 49.26707432),Kitsilano,0,0,6
535,418,Mole Hill - Phase I,1136 Comox St,Completed,2002,Mole Hill Community Housing Society,2,0,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=418,POINT (-123.13029419 49.28220254),West End,0,0,7
536,419,Mole Hill - Phase I,1140 Comox St,Completed,2001,Mole Hill Community Housing Society,2,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=419,POINT (-123.13039241 49.28226616),West End,0,0,6
537,421,Mole Hill - Phase I,1127 Pendrell St,Completed,2002,Mole Hill Community Housing Society,1,0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=421,POINT (-123.13048215 49.2816923),West End,0,0,7
538,428,Mole Hill - Phase II,1110 Bute St,Completed,2003,Mole Hill Community Housing Society,2,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=428,POINT (-123.1316637 49.28264692),West End,0,0,7
539,429,Mole Hill - Phase II,1122 Bute St,Completed,2003,Mole Hill Community Housing Society,1,0,7,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=429,POINT (-123.1318566 49.28251929),West End,0,0,8
540,430,Mole Hill - Phase II,1173 Pendrell St,Completed,2003,Mole Hill Community Housing Society,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=430,POINT (-123.13102235 49.28204219),West End,0,0,7
541,433,Mole Hill - Phase II,1159 Pendrell St,Completed,2003,Mole Hill Community Housing Society,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=433,POINT (-123.13126811 49.2822013),West End,0,0,5
542,435,Mole Hill - Phase II,1147 Pendrell St,Completed,2003,Mole Hill Community Housing Society,1,0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=435,POINT (-123.13048215 49.2816923),West End,0,0,7
543,436,Mole Hill - Phase II,1145 Pendrell St,Completed,2003,Mole Hill Community Housing Society,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=436,POINT (-123.13102235 49.28204219),West End,0,0,8
544,437,Mole Hill - Phase II,1103 Pendrell St,Completed,2003,Mole Hill Community Housing Society,1,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=437,POINT (-123.13017846 49.2814957),West End,0,0,6
545,439,Mole Hill - Phase II,1113 Thurlow St,Completed,2003,Mole Hill Community Housing Society,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=439,POINT (-123.13008838 49.28137398),West End,0,0,4
546,453,Mole Hill - Phase I,1129 Pendrell St,Completed,2002,Mole Hill Community Housing Society,2,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=453,POINT (-123.1306738 49.28181043),West End,0,0,7
547,454,Smith -Yuen Apartments,475 E Hastings St,Completed,2005,Sanford Housing Society,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=454,POINT (-123.09376706 49.28153307),Strathcona,0,52,0
548,457,1005 Station Street,1005 Station St,Completed,2010,PHS Community Services Society,0,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0,0,70,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=457,POINT (-123.09948683 49.2756775),Strathcona,0,0,80
549,462,False Creek Co-op,907 Lamey's Mill,Completed,1977,False Creek Co-op Housing Association,88,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,28,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=462,POINT (-123.12771481 49.26695534),Fairview,0,0,88
550,463,Mau Dan Gardens Co-op,401 Keefer St,Completed,1982,Mau Dan Gardens Co-op Housing Association,38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=463,POINT (-123.09455401 49.27966571),Strathcona,0,0,38
551,465,Pennsylvania Hotel,412 Carrall St,Completed,2008,PHS Community Services Society,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=465,POINT (-123.10415244 49.28111646),Downtown,0,0,44
552,469,Fraser Place,5616 Fraser St,Completed,2007,Raincity Housing and Support Society,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=469,POINT (-123.09015786 49.23369272),Kensington-Cedar Cottage,0,0,0
553,477,Semlin Terrace,150 Semlin Dr,Completed,1977,Metro Vancouver Housing Corporation,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=477,POINT (-123.06295686 49.28326456),Grandview-Woodland,0,0,12
554,486,Comox Street Development,1424 Comox St,Completed,1977,BC Housing,23,0,6,0,0,0,0,0,0,0,0,0,0,6,20,3,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=486,POINT (-123.13496572 49.28521426),West End,0,0,29
555,489,Alumnae Manor,1962 W 1st Ave,Completed,2002,Coast Mental Health,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=489,POINT (-123.1493369 49.27045637),Kitsilano,0,0,20
556,495,Doug Storey Apartments,788 Richards St,Completed,2008,Coast Mental Health,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=495,POINT (-123.11719475 49.28033403),Downtown,0,0,45
557,513,Performing Arts Lodge,581 Cardero St,Completed,2006,Performing Arts Lodge of Vancouver,0,99,0,0,0,0,0,0,0,66,0,0,0,33,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=513,POINT (-123.13031262 49.29141724),Downtown,66,0,33
558,518,The Cedars,3355 E 5th Ave,Completed,2008,Hopehill,0,89,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=518,POINT (-123.03239517 49.26621184),Hastings-Sunrise,0,0,89
559,526,Jackson Avenue Co-op,230 Jackson Ave,Completed,2007,Jackson Ave Co-op Hsg Assoc,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,19,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=526,POINT (-123.09310787 49.28241323),Strathcona,0,0,23
560,531,Harmony House,580 Shanghai Alley,Completed,2006,Vancouver Coastal Health,0,33,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=531,POINT (-123.10557988 49.27977613),Downtown,0,33,0
561,532,Icelandic Residence,2020 Harrison Dr,Completed,2007,Icelandic Care Home Hofn Society,0,77,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=532,POINT (-123.0639151 49.2094),Victoria-Fraserview,0,0,77
562,538,Abbeyfield,8264 Hudson St,Completed,1993,Abbeyfield Houses of Vancouver Society,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=538,POINT (-123.13388777 49.21098353),Marpole,0,0,18
563,555,Walton Residence,261 - 265 E Hastings St,Completed,2009,Lookout Housing and Health Society,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=555,POINT (-123.09808091 49.28159904),Strathcona,0,0,48
564,563,The Vivian,512 E Cordova St,Completed,2007,Lookout Housing and Health Society,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=563,POINT (-123.09301216 49.28189653),Strathcona,0,0,24
565,594,McLaren House,1249 Howe St,Completed,2013,McLaren Housing Society of BC,10,0,100,0,0,0,0,4,0,0,0,0,0,4,6,0,0,96,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=594,POINT (-123.12818713 49.27749639),Downtown,0,4,106
566,635,Gastown Hotel,110 Water St,Completed,2008,Atira Property Management Inc.,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=635,POINT (-123.10701237 49.28363745),Downtown,0,0,95
567,639,Skwachays Healing Lodge and Residence,31 W Pender St,Completed,2012,BC Indigenous Housing Society,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=639,POINT (-123.10604961 49.28108145),Downtown,0,3,21
568,641,Secord Hotel (formerly Marr Hotel),401 Powell St,Completed,2008,Atira Women’s Resource Society,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=641,POINT (-123.09506057 49.28335605),Strathcona,0,0,29
569,642,The Rainier,307 - 315 Carrall St,Completed,2009,PHS Community Services Society,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=642,POINT (-123.10460555 49.28223732),Downtown,0,0,21
570,646,Kettle on Burrard,1134 Burrard St,Completed,2014,Kettle Society,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=646,POINT (-123.12780362 49.27956687),Downtown,0,0,141
571,650,The Cornerstone,375 Princess Av,Completed,2009,PHS Community Services Society,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=650,POINT (-123.09168097 49.28148382),Strathcona,0,0,44
572,658,Union Gospel Project,601 E Hastings St,Completed,2011,Union Gospel Mission,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=658,POINT (-123.09108 49.28147049),Strathcona,0,0,37
573,671,Sorella,525 Abbott St,Completed,2011,Atira Women’s Resource Society,12,0,96,0,0,0,0,0,0,0,0,0,0,0,12,0,0,96,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=671,POINT (-123.1081018 49.28083259),Downtown,0,0,108
574,672,Hutchinson Hotel (formerly Park Hotel),429 - 433 W Pender St,Completed,2007,PHS Community Services Society,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=672,POINT (-123.11218735 49.28326902),Downtown,0,0,50
575,673,Hotel Canada (Formerly Marble Arch),518 Richards,Completed,2007,Atira Women’s Resource Society,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=673,POINT (-123.1132548 49.28278806),Downtown,0,0,150
576,676,Karis Place,1338 Seymour St,Completed,2011,More Than a Roof Housing Society,0,0,105,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=676,POINT (-123.12699714 49.27495648),Downtown,0,5,100
577,677,Helping Spirit Lodge,1475 - 1495 Kingsway,Completed,2007,Helping Spirit Lodge Society,0,0,36,0,0,0,0,0,0,0,0,0,0,30,0,0,0,6,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=677,POINT (-123.07371806 49.24966055),Kensington-Cedar Cottage,0,0,36
578,681,Orange Hall,341 Gore Ave,Completed,2007,S.U.C.C.E.S.S.,0,0,27,0,0,0,0,0,0,0,0,0,0,17,3,0,0,7,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=681,POINT (-123.09778996 49.28159583),Strathcona,0,0,27
579,684,Molson's Bank (Formerly the Roosevelt),166 E Hastings St,Completed,2007,PHS Community Services Society,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=684,POINT (-123.10053555 49.28104596),Downtown,0,0,40
580,685,Honoria Conway,4875 Heather St,Completed,2008,Providence Health Care Society,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=685,POINT (-123.1220863 49.24202705),South Cambie,60,0,0
581,696,Cordova Residence,54 E Cordova St,Completed,2009,Atira Property Management Inc.,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=696,POINT (-123.10296563 49.28207691),Downtown,0,0,30
582,699,The Beacon,7 W Hastings,Completed,2009,PHS Community Services Society,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=699,POINT (-123.10494162 49.28186911),Downtown,0,0,36
583,711,First Place,188 E 1st Ave,Completed,2012,Lookout Housing and Health Society,0,0,129,0,0,0,0,29,0,0,0,0,0,0,0,0,0,100,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=711,POINT (-123.1011091 49.26985484),Mount Pleasant,0,29,100
584,713,Imouto House,120 Jackson Ave,Completed,2013,Atira Women’s Resource Society,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=713,POINT (-123.09308337 49.28370817),Strathcona,0,0,18
